Timestamp,"I use my own vehicle (car, bike) to travel in Kathmandu Valley.","I use public transportation (bus, micro bus, tempos) to travel in Kathmandu Valley.","I use school bus, van or office vehicle to travel in Kathmandu Valley.",I use taxi services to travel in Kathmandu Valley.,"I use ride hailing services like Pathao, Sarathi etc to travel in Kathmandu Valley.",I use my family member’s /friend’s/colleague’s bike or car to travel in Kathmandu Valley.,"I am comfortable driving in Kathmandu valley (Pot holes, stray animals, traffic).",My monthly budget includes taxi or ride hailing services usage when required.,It usually takes longer than expected to reach a destination in public transportation,More number of public vehicles are required for early mornings.,More number of public vehicles are required for late evenings.,Public transportation in Kathmandu Valley is overcrowded.,Overcrowding in public transport may be taken by some as an opportunity for sexual harassment.,"I am aware of ride hailing services like Pathao, Sarathi in Kathmandu Valley.",Cleanliness of ride hailing utility services like Pathao and Sarathi would determine whether I will use the service again.,I find drivers in taxis polite and well behaved.,I find drivers engaging in unnecessary casual conversations while providing service.,Driver with good communication skills is important for ride hailing services. ,I would like to select the gender of the driver for taxi or ride hailing service.,I prefer a female driver for taxi or ride hailing service if available.,"Taxi / Ride hailing (Sarathi, Pathao) waiting time needs to be less than 10 minutes.",Current fare in ride hailing services is reasonable.,Best route is taken by taxis to avoid traffic and achieve time efficiency.,"It is reasonable to charge extra fare during festivals (Dashain, Tihar) - Surge Pricing	",I negotiate with the driver while taking taxi services.,Nepal Meter Taxi Association regulation may be violated in taxi meters. ,I feel safe to travel using taxi services taxis during daytime.,I feel safe to travel using taxi services during nighttime.,"I feel safe to travel using ride hailing services  (Sarathi, Pathao) during daytime.","I feel safe to travel using taxi or ride hailing services (Sarathi, Pathao) during night-time. ",I take taxi or ride hailing services when travelling with family or kids.,I don’t mind spending extra on transport during  gatherings and parties that go till late night and involves social drinking.,I will check the rating of riders before taking service in a ride hailing application. ,I will report the feedback of my experience on ridehailing application.,I have contacted the traffic police to report breach of law in transportation services.,"Drivers in ride hailing services (Sarathi, Pathao) should be experienced.","Ride hailing services (Sarathi, Pathao) need to conduct background check of drivers. ",I have internet and mobile phone to use a mobile application for transportation.,I have the necessary knowledge to use a mobile application for transportation.,I can get general guidance and help from others when using mobile applications.,"I can only book ride hailing service (Sarathi, Pathao) through a phone call. ",I trust online digital wallet (eSewa) to use it for ride hailing services payment. ,I don’t mind trying out new applications.	,I will use the ride hailing applications even when there are no promotional offers. ,Gender,Age,Occupation,Marital Status,Income (per annum)
12/16/2019 22:59:31,Never,Always,Frequently,Occasionally,Never,Rarely,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Female,20,Student,Single,Not Applicable
12/17/2019 1:22:26,Occasionally,Frequently,Never,Frequently,Frequently,Frequently,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Female,21,Student,Single,Not Applicable
12/17/2019 6:13:09,Occasionally,Frequently,Never,Occasionally,Frequently,Frequently,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Female,17,Student,Other,Not Applicable
12/17/2019 7:37:37,Rarely,Frequently,Never,Rarely,Occasionally,Occasionally,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Female,22,Student,Single,"0 - 2,40,000"
12/17/2019 7:44:40,Never,Always,Rarely,Rarely,Never,Occasionally,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Female,22,Other,Single,Not Applicable
12/17/2019 7:44:42,Frequently,Occasionally,Never,Occasionally,Never,Never,Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Female,18,Student,Single,Not Applicable
12/17/2019 8:46:07,Never,Always,Never,Occasionally,Frequently,Rarely,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Female,24,Student,Single,"0 - 2,40,000"
12/17/2019 8:49:00,Frequently,Never,Never,Occasionally,Occasionally,Rarely,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Female,23,Student,Single,"2,40,001 - 4,80,000"
12/17/2019 8:51:25,Always,Rarely,Rarely,Rarely,Occasionally,Rarely,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Female,22,Student,Single,"0 - 2,40,000"
12/17/2019 10:48:43,Never,Frequently,Frequently,Frequently,Rarely,Rarely,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Female,21,Student,Single,Not Applicable
12/17/2019 13:01:07,Always,Never,Never,Rarely,Never,Never,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Female,26,Other,Single,Not Applicable
12/17/2019 13:07:23,Always,Rarely,Never,Occasionally,Rarely,Rarely,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Female,20,Student,Single,"0 - 2,40,000"
12/17/2019 13:36:54,Never,Always,Never,Occasionally,Frequently,Always,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Female,21,Student,Single,Not Applicable
12/17/2019 13:37:02,Frequently,Occasionally,Never,Occasionally,Occasionally,Frequently,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Female,20,Student,Single,"0 - 2,40,000"
12/17/2019 13:40:44,Always,Rarely,Never,Rarely,Never,Frequently,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Female,21,Student,Single,Not Applicable
12/17/2019 14:06:14,Never,Occasionally,Never,Occasionally,Always,Frequently,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,19,Student,Single,Not Applicable
12/17/2019 15:46:15,Frequently,Occasionally,Always,Rarely,Occasionally,Frequently,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Female,21,Student,Single,"0 - 2,40,000"
12/17/2019 15:58:08,Always,Rarely,Never,Rarely,Rarely,Rarely,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Female,20,Student,Single,Not Applicable
12/17/2019 16:10:00,Occasionally,Always,Frequently,Rarely,Never,Rarely,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Female,22,Student,Single,Not Applicable
12/17/2019 18:33:44,Never,Occasionally,Never,Rarely,Occasionally,Frequently,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Female,21,Student,Single,"0 - 2,40,000"
12/17/2019 21:10:06,Occasionally,Rarely,Rarely,Occasionally,Frequently,Frequently,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Female,31,Student,Married,"0 - 2,40,000"
12/19/2019 12:05:38,Never,Always,Occasionally,Rarely,Frequently,Rarely,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Female,20,Student,Single,Not Applicable
12/19/2019 12:39:51,Always,Rarely,Never,Rarely,Occasionally,Occasionally,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,29,Service,Single,"2,40,001 - 4,80,000"
12/19/2019 15:02:08,Always,Rarely,Never,Occasionally,Occasionally,Rarely,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Female,29,Service,Married,"4,80,001 - 8,40,000"
12/20/2019 10:30:48,Rarely,Frequently,Frequently,Frequently,Rarely,Occasionally,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Female,28,Service,Single,"4,80,001 - 8,40,000"
12/20/2019 10:45:58,Always,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Female,25,Service,Single,"2,40,001 - 4,80,000"
12/20/2019 10:47:04,Rarely,Frequently,Always,Rarely,Occasionally,Occasionally,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Female,23,Service,Single,"2,40,001 - 4,80,000"
12/20/2019 11:13:58,Rarely,Frequently,Frequently,Occasionally,Occasionally,Frequently,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Female,30,Service,Married,"4,80,001 - 8,40,000"
12/20/2019 13:09:54,Never,Always,Never,Occasionally,Occasionally,Occasionally,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Female,28,Service,Single,"4,80,001 - 8,40,000"
12/20/2019 13:56:12,Rarely,Occasionally,Never,Occasionally,Occasionally,Always,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Female,27,Service,Married,"> 8, 40, 000"
12/20/2019 16:35:14,Never,Frequently,Occasionally,Occasionally,Rarely,Frequently,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Female,25,Service,Single,"4,80,001 - 8,40,000"
12/22/2019 10:10:03,Never,Always,Never,Rarely,Frequently,Occasionally,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Female,19,Student,Single,"0 - 2,40,000"
12/22/2019 10:10:38,Never,Frequently,Never,Frequently,Frequently,Frequently,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Female,21,Student,Single,Not Applicable
12/22/2019 10:12:41,Frequently,Occasionally,Always,Occasionally,Frequently,Rarely,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Female,18,Student,Single,Not Applicable
12/22/2019 10:14:19,Occasionally,Rarely,Never,Occasionally,Occasionally,Rarely,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Female,22,Student,Other,Not Applicable
